화랑도	hwarangdo
파아품	p'aap'um
뻂	ppyaep
해찬	haech'an
paet]어라!	paet'ŏra!
문화원장	munhwawŏnjang
신아	sina
이담	idam
국익	kugik
동석	tongsŏk
킹	k'ing
썸데이	ssŏmdei
헌례	hŏllye
분다	punda
킆	k'ŭp
욗	yok
15대	15-tae
남석	namsŏk
고종대	kojongdae
도홍	tohong
힉	hik
퇸	t'oen
나랏빚	naratpit
땖	ttaem
변동론	pyŏndongnon
믳	mit
자료적	charyojŏk
모기	mogi
뙆	ttwap
논술	nonsul
컔	k'yael
보식	posik
머뭇거리기	mŏmutkŏrigi
부러울	purŏul
반월	panwŏl
준두	chundu
계몽원	kyemongwŏn
력대	yŏktae
쨲	tchyaek
인사들	insadŭl
인격	inkyŏk
시폐	sip'ye
향유자	hyangyuja
공과금	konggwagŭm
최고상	ch'oegosang
의용군	ŭiyonggun
둝	tul
요행	yohaeng
던지다	tŏnjida
동다송	tongdasong
도발	tobal
냥문녹	nyangmunnok
5박	5pak
영역	yŏngyŏk
하이퍼	haip'ŏ
드림팀	dŭrimt'im
컻	k'ŏt
루터	mot'ŭ
펽	p'yŏk
쉬워요	swiwŏyo
먜	myae
옛	yet
5주기	5-chugi
문화를	munhwarŭl
마산・창원	masan
3천년	3-ch'ŏnnyŏn
늶	nim
본준	ponjun
덕현	tŏkhyŏn
회색	hoesaek
삼지연	samjiyŏn
빗나간	pinnagan
쩫	tchek
보조금제	pojogŭmje
없이는	ŏpsinŭn
백산	paeksan
뿌리사	ppurisa
돸	twak
승훈	sŭnghun
몉	myŏt
운순	unsun
자유주의적	chayujuŭijŏk
미론	miron
한EU	han-eu
빈민	pinmin
턌	t'at
낙후도	nakhudo
뽪	ppwap
틕	t'ik
페이크	p'eik'ŭ
뾅	ppwael
하시는	hasinŭn
시야	siya
대부	taebu
쀳	ppwit
궈	kwŏ
많다	mant'a
럭	nŏk
언어화	ŏnŏhwa
일보'	ilbo'
세계화론	segyehwaron
깛	kkal
서숙	sŏsuk
도보	tobo
윤선	yunsŏn
공덕경	kongdŏkkyŏng
여행.	yŏhaeng
미국적	migukchŏk
눞	nup
무무	mumu
퀨	k'wem
뎿	tet
댊	taem
서울학적	sŏurhakchŏk
방역	pangyŏk
돰	twam
히딩크	hidingk'ŭ
킲	k'ip
박물	pangmul
독단	toktan
뢲	noek
실험적	sirhŏmjŏk
60년	60-yŏn
대사전'	taesajŏn'
벗어나기	pŏsŏnagi
문학집	munhakchip
은뢰	ŭlloe
용한	yonghan
국고채	kukkoch'ae
만의	manŭi
24권	24-kwŏn
우리가	uriga
「삶	'sam
85가지	85-kaji
쾌	k'wae
옥	ok
프로크루스테스	p'ŭrok'ŭrusŭt'esŭ
혼서	honsŏ
소윤	soyun
뿔고둥	ppulgodung
별서	pyŏlsŏ
혼인	honin
죳	chot
대각	taegak
퉡	t'wŏt
팸	p'aem
국성	kuksŏng
은해	ŭnhae
넠	nŏk
전시장	chŏnsijang
되살려	toesallyŏ
쇗	swaet
럀	yal
독도!	tokto!
여성	yŏsŏng
영동	yŏngdong
낙원	nakwŏn
응묵	ŭngmuk
드라마	tŭrama
전기	chŏn'gi
자넨	chanen
효길	hyogil
홽	hwael
유키오	yuk'io
70주년	70-chunyŏn
현승	hyŏnsŭng
럫	nyae
닢	ip
동서	tongsŏ
주엽	chuyŏp
주열	chuyŏl
창재	ch'angjae
힇	hŭi
볼수	polsu
뮂	mwet
쥔	chwin
엾	yŏp
방공	panggong
아시아론	asiaron
겔	kel
등용	tŭngyong
찌르다	tchirŭda
풍습사.	p'ungsŭpsa.
살균제	salgyunje
묣	myop
쎸	ssyŏk
중구	chunggu
짓밟혀	chitpalp'yŏ
스코틀랜드	sŭk'ot'ŭllaendŭ
윤학	yunhak
말리기	malligi
흙흙	hŭlk'ŭk
한국사전.	hanʼguksajŏn.
넌	nŏn
쿧	k'ut
교헌	kyohŏn
뷿	pyul
쀉	ppwen
특별한	t'ŭkpyŏrhan
산업	sanŏp
메논	menon
주막	chumak
아직	ajik
외환	oehwan
팕	p'ak
원예	wŏnye
자옥	chaok
위키피디아	wik'ip'idia
남명학	nammyŏnghak
해환	haehwan
디자인	tijain
저예산	chŏyesan
"상절"""	"sangjŏl"""
헿	he
경제지.	kyŏngjeji.
낙선	naksŏn
깊다	kipta
왼	oen
산맥'	sanmaek'
탕	t'ang
졗	chek
뙨	ttoen
사대주의	sadaejuŭi
하루살이	harusari
멮	mep
중연	chungyŏn
펗	p'ŏ
여명기	yŏmyŏnggi
50일	50-il
쌏	ssat
7-가	7-ka
성립사	sŏngnipsa
승대	sŭngdae
쌓	ssa
작가상	chakkasang
3김	3kim
주노	chuno
프랑스어	p'ŭrangsŭo
수인	suin
식민성	singminsŏng
71일	71-il
주머니	chumŏni
쾎	k'waek
연극	yŏn'gŭk
뿸	ppwŏm
억압	ŏgap
만들어낸	mandŭrŏnaen
우혁	uhyŏk
되돌림	toedollim
청구자들	ch'ŏnggujadŭl
굶주린	kumjurin
체이서	ch'eisŏ
언역본	ŏnyŏkpon
팬	p'aen
소외	sooe
"""독도"""	"""tokto"""
건위	kŏnwi
놗	nwak
언영	ŏnyŏng
"""해심"	"""haesim"
파시즘	p'asijŭm
자료인	kugŏ
미인곡	miingok
길시	kilsi
병광	pyŏnggwang
문장	munjang
모촌	moch'on
악령	angnyŏng
까지-일본	kkaji-ilbon
겸비한	kyŏmbihan
신화적	sinhwajŏk
마후라	mahura
공손	kongson
역기능	yŏkkinŭng
경철	kyŏngch'ŏl
젛	chŏ
영원한	yŏngwŏnhan
엛	ep
쵕	ch'waeng
법제사	pŏpchesa
내릴	naeril
난	nan
퇜	t'waen
남은	namŭn
쐻	ssoel
인모	inmo
해학집	haehakchip
희망가	hŭimangga
우크라이나	uk'ŭraina
일규	ilgyu
뮽	myut
쯙	tchŭn
잞	chap
미디어	midiŏ
꼁	kkyŏl
전도	chŏndo
복판	pokp'an
1960년대	1960-yŏndae
을식	ŭlsik
부리	puri
미스핏츠	misŭp'itch'ŭ
정의로운	chŏngŭiroun
혹부리	hokpuri
훈이	huni
그래픽	kŭraep'ik
묘리	myori
캭	k'yak
턚	t'yaen
뵆	pwaep
병각	pyŏnggak
정노	chŏngno
몽화	monghwa
시조	sijo
비목어	pimogŏ
라스베가스	lasŭbegasŭ
명국	myŏngguk
분석학	punsŏkhak
낳으시고	naŭsigo
학도병	haktobyŏng
웹진	wepchin
미션	misyŏn
이론	iron
럝	nyael
아라리	arari
부군당	pugundang
후계	hugye
17-20회	17-20-hoe
싊	sim
판단	p'andan
양국어	yanggugŏ
통사론	t'ongsaron
덕행록	tŏkhaengnok
거목	kŏmok
뛁	ttwŏk
환율	hwanyul
16대	16-tae
주파수	chup'asu
수빈	subin
기후	kihu
마루타	marut'a
중엽-1945	chungyŏp-1945
옥장	okchang
불법	pulpŏp
권위	kwŏnwi
혼다	honda
텸	t'ŏm
71동지회	71-tongjihoe
도예	toye
극동	kŭktong
으	ŭ
설경	sŏlgyŏng
8편	8p'yŏn
당굿	tanggut
왾	oen
1890년	1890-yon
인터넷	int'ŏnet
단일화	tanirhwa
도네	tone
쒊	sswŏm
예송	yesong
몽희	monghŭi
총성	ch'ongsŏng
삼산재	samsanjae
계섭	kyesŏp
살구꽃	salgukkot
형록	hyŏngnok
외면	oemyŏn
수퍼	supŏ
기예	kiye
담은	tamŭn
다형	tahyŏng
순박한	sunbakhan
단어집-영어	tanŏjip-yŏngŏ
스쿨	sŭk'ul
뎎	tŏk
뒤지다	twijida
방법론적	pangbŏmnonjŏk
필봉	p'ilbong
대적	taejŏk
쌍령	ssangnyŏng
33목	33-mok
정신계	chŏngsinʼgye
원하는	wŏnhanŭn
동세	tongse
수필가	sup'ilga
대쪽	taetchok
발현	parhyŏn
보리	pori
냉전기	naengjŏn'gi
솎	sok
뇼	yot
돱	twap
번도	pŏndo
망가져도	manggajyŏdo
리상	isang
댟	tak
500년	500-yŏn
기념곡	kinyŏmgok
토론토	t'oront'o
필요한	p'iryohan
냀	nael
집요한	chibyohan
사회상	sahoesang
항구	hanggu
접는	chŏmnŭn
풍류사	p'ungnyusa
21일	21-il
오피스	op'isŭ
문단	mundan
하소서	hasosŏ
마커스	mak'ŏsŭ
전문	chŏnmun
완규	wangyu
뀤	kkwik
부탁	put'ak
9조	9cho
있사옵니다	issaomnida
컨트리	k'ŏnt'ŭri
쇔	swaem
노비	nobi
틝	t'ik
죭	chol
불조	pulcho
학천	hakch'ŏn
설정	sŏlchŏng
뮶	myup
얻다	ŏtta
찔린	tchillin
톒	t'ep
34인	34-in
커튼	k'ŏt'ŭn
뛮	ttwep
광직	kwangjik
종족	chongjok
규덕	kyudŏk
뒗	twel
앥	aen
님!	nim!
위협'	wihyŏp'
아이디어	aidiŏ
편찬위	p'yŏnch'anwi
믏	mŭl
불로구	bullogu
틒	t'ŭp
토벌	t'obŏl
페스티벌	p'esŭt'ibŏl
미국관	migukkwan
굾	kup
후미코	humik'o
놀며	nolmyŏ
들리라	tŭllira
뱋	pae
계옥	kyeok
후루카와	huruk'awa
76호	76-ho
낳지	nach'i
횀	hwaem
띱	ttip
중숙	chungsuk
부르고	purŭgo
인가	in'ga
소송법	sosongpŏp
봉우	pongu
로라	rora
넰	nel
전유	chŏnyu
녀장군	yŏjanggun
기범	kibŏm
하니?	hani?
폭살	p'oksal
야누스	yanusŭ
댻	tyaek
금융론	kŭmnyungnon
홍순이	hongsuni
하찮으나	hach'anŭna
무적	mujŏk
자생	jasaeng
실사	silsa
사학도	sahakto
쓕	ssyuk
공동선	kongdongsŏn
베고	pego
눷	nwŏt
"등록"""	"tŭngnok"""
이소마에	isomae
쨳	tchyaek
베푸시는	pep'usinŭn
활자본	hwalchabon
넓다	nŏlta
이인	iin
근원적	kŭnwŏnjŏk
금순	kŭmsun
멖	mek
과정사	kwajŏngsa
서구식	sŏgusik
승화	sŭnghwa
샫	sat
재산권법	chaesankwŏnbŏp
쎌	ssel
햂	haep
기슭	kisŭk
주춧돌	chuch'uttol
오똑이	ottogi
어드메	ŏdŭme
한울님	hanullim
문광부	mun'gwangbu
자원화	chawŏnhwa
전노협	chŏnnohyŏp
튫	t'ul
10월	10-wŏl
고발자	kobalcha
꿻	kkwep
언광	ŏngwang
닞	it
습유	sŭbyu
흉심	hyungsim
잠들지	chamdŭlji
의무	ŭimu
이듬	idŭm
두란노	turanno
망해라	manghaera
판석	p'ansŏk
썲	ssŏm
철화	ch'ŏrhwa
유리야	yuriya
석홍	sŏkhong
처녀들	ch'ŏnyŏdŭl
시대'	sidae'
챟	ch'ae
무기력	mugiryŏk
이형	ihyŏng
떠들고	ttŏdŭlgo
완배	wanbae
3~7세	3~7-se
북핵	pukhaek
외교관	oegyogwan
교육청	kyoyukch'ŏng
겨자	kyŏja
쮘	tchwek
쨓	tchae
조롱박	chorongbak
다이나믹	tainamik
스모킹	sŭmok'ing
재판소	chaep'anso
촩	ch'wan
17세기	17-segi
릷	ip
먉	myak
배가	paega
긭	kit
궩	kwen
매스터	maesŭt'ŏ
조폐	chop'ye
불서	pulsŏ
태조	t'aejo
기업화	kiŏphwa
몽(몽	mong
민가	minʼga
충실	ch'ungsil
90년사.	90-yŏnsa.
읛	ŭik
민화.	minhwa
발전	palchŏn
찬동	ch'andong
졖	chek
고학력	kohangnyŏk
범계	pŏmgye
저택	chŏt'aek
길종	kilchong
가족법	kajokpŏp
황색인	hwangsaegin
속도	sokto
나팔수들	nap'alsudŭl
총본집	ch'ongbonjip
진채화	chinch'aehwa
뷲	pyuk
마저	majŏ
무교	mugyo
풖	p'wŏk
쫏	tchot
녹록지	nongnokchi
완빈	wanbin
출신	ch'ulsin
행위자	haengwija
차주	ch'aju
문중사적	munjungsajŏk
남영동	namyŏng-dong
긙	kin
숿	swŏp
탔	t'at
송오	songo
망국사	mangguksa
수산업	susanŏp
뽮	ppwap
퐈	p'wa
별난	pyŏllan
경수	kyŏngsu
행정사	haengjŏngsa
입체적인	ipch'ejŏgin
웅환	unghwan
도서관	tosŏgwan
찬훈	ch'anhun
띑	ttŭil
음성학적	ŭmsŏnghakchŏk
부연구원	pu-yŏnʼguwŏn
하나쯤	hanatchŭm
시제	sije
대외적	taeoejŏk
쟁기	chaenggi
연표	yŏnp'yo
꽚	kkwap
계경	kyegyŏng
각규	kakkyu
녤	yel
인도적	indojŏk
뢽	noel
건방진	kŏnbangjin
세가지	se-kaji
핿	haep
모바일	mobail
발생론적	palsaengnonjŏk
윈도우	windou
가흠	kahŭm
"상담"""	"sangdam"""
두포	tup'o
집변'	chippyŏn'
생태	saengt'ae
"신화"""	"sinhwa"""
갤럽	gaellŏp
간접	kanjŏp
쉽지만	shwipchiman
'문'	'mun'
믩	mil
전투기	chŏnt'ugi
무의식적	muŭisikchŏk
흐르다	hŭrŭda
금혜	kŭmhye
롚	yep
촶	ch'wap
궤변	kwebyŏn
양악	yangak
쌍용	ssangyong
발언록	parŏnnok
비평서	pip'yŏngsŏ
오리엔탈리즘	orient'allijŭm
있으면	issŭmyŏn
공조	kongjo
전람	chŏllam
말든?	maltŭn?
쬷	tchyop
시지	siji
쵫	ch'oel
한반도형	hanbandohyŏng
해보는	haebonŭn
웍	wŏk
'금융	'kŭmyung
톷	t'ot
아이엔지	aienji
서울대인	sŏuldaein
튲	t'ut
구주	kuju
쓰러지다	ssŭrŏjida
개국	kaeguk
견우회	kyŏnuhoe
보한집	pohanjip
미스터리	misŭt'ŏri
혻	hok
결연	kyŏryŏn
1944년	1944-yŏn
상가	sangga
유묵	yumuk
'청대	'ch'ŏngdae
싟	sik
방송극	pangsonggŭk
허지스	hŏjisŭ
올리지	olliji
앙덕리	angdŏngni
미치게	mich'ige
세계화	segyehwa
낭만주의자	nangmanjuŭija
남겨진	namgyŏjin
동작구	tongjak-ku
툄	t'oem
면우	myŏnu
엀	ŏl
'개혁	'kaehyŏk
이혼	ihon
흹	hŭil
해시	haesi
'고올리'	'koolli'
109인	109-in
선전화	sŏnjŏnhwa
추지	ch'uji
칭기스칸	ch'inggisŭk'an
기록물	kirongmul
열여덟	yŏl-yŏdŏl
쉗	swet
삼문	sammun
암흑기	amhŭkki
기선	kisŏn
'국경	'kukkyŏng
첾	ch'em
오오니시	oonisi
형통	hyŏngt'ong
푬	p'yom
의자	ŭija
형명	hyŏngmyŏng
유예	yuye
상언	sangŏn
뉌	nwem
악할	akhal
페스트리	p'esŭt'ŭri
인학	inhak
령도사	yŏngdosa
꿀	kkul
태극	t'aegŭk
가와바타	kawabat'a
23일	23-il
진돗개	chindotkae
리포트-한반도	rip'ot'ŭ-hanbando
전인적	chŏninjŏk
믪	mip
폣	p'yet
긜	kil
예악	yeak
좇는	chonnŭn
효율성	hyoyulsŏng
인근	ingŭn
내의	naeŭi
"""명청"	"""myŏng-ch'ŏng"
범영	pŏmyŏng
골목길.	kolmokkil
반궁리	pan'gung-ni
민단	mindan
물속	mulsok
동도관	tongdogwan
췶	ch'wip
꼬	kko
성명학	sŏngmyŏnghak
단테	tant'e
붂	puk
건주	kŏnju
병현	pyŏnghyŏn
걸재	kŏlchae
딸린	ttallin
옠	yek
순배	sunbae
1350호	1350-ho
발표집	palp'yojip
뎂	tep
기준	kijun
관호	kwanho
선역	sŏnyŏk
금산사	kŭmsansa
도운	toun
연계망	yŏn'gyemang
서베이	sŏbei
앞섰다	apsŏtta
흥부[dyŏn	hŭngbudyŏn
화신	hwasin
추격자	ch'ugyŏkcha
웃어줘	usŏjwŏ
모으게	moŭge
진진	chinjin
비교사적	pigyosajŏk
용환	yonghwan
나타났다	nat'anatta
광부	kwangbu
가벼운	kabyŏun
병역	pyŏngyŏk
븣	pŭt
뮚	mip
건물	kŏnmul
따돌림	ttadollim
쮒	tchwep
용배	yongbae
질환	chirhwan
죽림	chungnim
문정	munjŏng
본다	ponda
횼	hyot
밎	mit
지구	chigu
학술장	haksuljang
욕	yok
대종교	taejonggyo
컍	k'yaen
대안	taean
연극제	yŏn'gŭkche
긴	kin
정운	chŏngun
두모	tumo
회편	p'yŏn
쥡근	changgŭn
60돐	60-tol
기교	kigyo
챼	ch'yae
달동	taltong
쩑	tchŏn
고련	koryŏn
사실성	sasilsŏng
무명화	mumyŏnghwa
멻	myŏp
데리다	derida
춞	ch'um
한국(조선)어	han'guk(chosŏn)ŏ
댶	tap
성부	sŏngbu
준협	chunhyŏp
욚	yon
뛍	ttwŏng
콘서트	k'onsŏt'ŭ
철휘	ch'ŏrhwi
이질성	ijilsŏng
삼도하자	samdohaja
치기	ch'igi
메타	met'a
플레이어	p'ŭlleiŏ
즐김	chŭlgim
산조	sanjo
쾌락	k'waerak
뺐	ppaet
은하리	ŭnha-ri
기어	kiŏ
당당해	tangdanghae
85호	85-ho
별서.	pyŏlsŏ.
벨	pel
븄	pyut
슬리핑	sŭllip'ing
나누고	nanugo
완상	wansang
귚	kwip
방장기	pangjanggi
티끌	t'ikkŭl
나날들	nanaldŭl
신춘	sinch'un
15가지	15-kaji
희교	hŭigyo
다채로운	tach'aeroun
승도	sŭngdo
외교학과	oegyohakkwa
울바자	ulbaja
낙승	naksŭng
역량	yŏngnyang
동계론	tonggyeron
쵉	ch'waek
교육론	kyoyungnon
반성적	pansŏngjŏk
어부	ŏbu
기획자들	kihoekchadŭl
동고	tonggo
토	t'o
소고	sogo
1,300년	1,300-yŏn
저편	chŏp'yŏn
도깨비야	tokkaebiya
복규	pokkyu
진평	chinp'yŏng
150주년	150-chunyŏn
쑞	ssyot
재휘	chaehwi
내각	naegak
로켓	rok'et
시리즈	sirijŭ
조선적인	chosŏnjŏgin
정벌사	chŏngbŏlsa
행사도	haengsado
중매	chungmae
엹	yŏl
표류도	p'yoryudo
지식	chisik
나라다	narada
형오	hyŏngo
스친	sŭch'in
흥환	hŭnghwan
역비	yŏkpi
7분	7pun
칧	ch'il
이환	ihwan
자치구	chach'igu
됡	toek
독도전	toktojŏn
무슨	musŭn
안된다	andoenda
남종화	namjonghwa
기특한	kit'ŭkhan
'안전	'anjŏn
'위기'	'wigi'
법론	pŏmnon
길쌈	kilssam
덕룡	tŏkryong
근봉	kŭnbong
결성	kyŏlsŏng
e닷컴	e-tatk'ŏm
미은	miŭn
"대전"""	"taejŏn"""
뷚	pin
인삼	insam
마테오로치	mat'eoroch'i
긧	kit
브라보!	pŭrabo!
병혜	pyŏnghye
롸	nwa
방학	panghak
도경	togyŏng
멬	mek
언론	ŏllon
달이는	tarinŭn
1950년대반	1950-yŏndaeban
도요지	toyoji
쇠붙이	soebuch'i
퓝	p'ip
역시	yŏksi
무섭고도	musŏpkodo
향촌동	hyangch'on-dong
생명체다	saengmyŏngch'eda
체육사	ch'eyuksa
흌	hyuk
짜장면	tchajangmyŏn
켈	k'el
쫛	tchwak
뢨	nwaet
궘	kwŏm
삶에	salme
긍섭	kŭngsŏp
텫	t'ŏk
5분	5pun
높이기	nop'igi
엊	ŏt
랡	naek
24년	24-yŏn
기구'	kigu'
금실	kŭmsil
항공	hanggong
활력론	hwallyŏngnon
팍스	p'aksŭ
춘추	ch'unch'u
밟고	papko
늑	nŭk
혼자만	honjaman
연서	yŏnsŏ
둀	tol
싿	ssat
흘러야	hŭllŏya
자연관	chayŏnʼgwan
동양사.	tongyangsa.
해다오	haedao
두수	tusu
화백제	hwabaekche
반부패	panbup'ae
이현	ihyŏn
알바	alba
가와치	kawach'i
산악인들	sanagindŭl
소	so
영도	yŏngdo
눓	nul
화백	hwabaek
집	chip
뾪	ppoet
세춘	sech'un
방주	pangju
서민층	sŏminch'ŭng
혜니	hyeni
오스트레일리아군	osŭt'ŭreilliagun
긤	kim
두재	tujae
전쟁기	chŏnjaenggi
킏	k'it
쨴	tchyaen
톥	t'on
소설들	sosŏldŭl
천황	ch'ŏnhwang
펔	p'ŏk
진보주의	chinbojuŭi
샽	sat
텭	t'ŏn
철표	ch'ŏlp'yo
영두	yŏngdu
45호	45-ho
밋	mit
후진	hujin
책가방	ch'aekkabang
모랫말	moraenmal
탕지아	t'angjia
순응	sunŭng
꼵	kkok
시안	sian
행량	haengnyăng
물이면	murimyŏn
규원	kyuwŏn
뾼	ppyol
25인	25-in
공후	konghu
덕신	tŏksin
톡톡	t'okt'ok
손탁	sont'ak
건전성	kŏnjŏnsŏng
지역	chiyŏk
국부론	kukpuron
필남	p'illam
실전서	silchŏnsŏ
죽마	chungma
듵	tŭt
능엄경	nŭngŏmgyŏng
공평성	kongp'yŏngsŏng
씻김	ssitkim
내검	naegŏm
유환	yuhwan
고향성	kohyangsŏng
봢	pwap
선동	sŏndong
생기나요?	saengginayo?
치약	ch'iyak
원탁	wŏnt'ak
오천년	och'ŏnnyŏn
서편제	sŏp'yŏnje
뿌린	ppurin
픻	p'i
안료	allyo
성려	sŏngnyŏ
떥	ttŏn
공연학적	kongyŏnhakchŏk
잡아라	chabara
수걸	sugŏl
쀕	ppwep
묨	myom
식전	sikchŏn
경매	kyŏngmae
비구니회	pigunihoe
원곡동	wŏn'gok-tong
잤	chat
조세	chose
뿞	ppup
포화	p'ohwa
첆	ch'yaem
대영	taeyŏng
속담	soktam
뛨	ttwet
다치는	tach'inŭn
앙그레	angdŭre
주스	chusŭ
주인들	chuindŭl
요새	yosae
쇏	swaep
퇦	t'waep
인식	insik
5집	5chip
도시'	tosi'
흷	hŭip
노힐	nohil
일우	iru
명상가들	myŏngsanggadŭl
대내	taenae
통치	t'ongch'i
경문	kyŏngmun
치밀하게	ch'imirhage
스펜서	sŭp'ensŏ
동인집	tonginjip
차라	ch'ara
넝쿨	nŏngk'ul
되기	toegi
켳	k'yŏt
뱥	pyat
휷	hyuk
뛻	ttwip
쵴	ch'oek
영붕	yŏngbung
꼶	kkom
27가지	27-kaji
지오그래피	chiogŭraep'i
꺴	kkyaet
놧	nwat
일본인	ilbonin
재림	chaerim
줃	chut
현장성	hyŏnjangsŏng
이웃	iut
쥼	chum
읧	ŭil
새	sae
용규	yonggyu
똻	ttwal
봝	pwal
리처드	rich'ŏdŭ
충광	ch'ungkwang
픐	p'ŭl
툚	t'om
펠	p'el
긞	kim
콩고	k'onggo
당기	tanggi
뻰	ppen
수필인	sup'irin
뿝	ppup
선물해	sŏnmulhae
"""흠흠"	"""hŭmhŭm"
댲	tat
했습니다	haessŭmnida
중동인	chungdongin
인+문학	in+munhak
설향	sŏrhyang
긋기	kŭtki
톈	t'en
륌	nwim
예경	yegyŏng
퇻	t'oet
쾺	k'oep
이인자들	iinjadŭl
심오성	simosŏng
바지	paji
쳸	ch'el
찿아서	ch'ajasŏ
푴	p'yok
밻	paep
인터뷰집.	int'ŏbyujip
2인자들	2-injadŭl
전호가	chŏnhoga
폛	p'yep
신혁	sinhyŏk
펴고	p'yŏgo
「무정」	'mujŏng'
1960년	1960-yŏn
효섭	hyosŏp
난중	nanjung
달님	tallim
인문적	inmunjŏk
민생	minsaeng
견문록	kyŏnmunnok
뾎	ppwaet
굌	koek
형렬	hyŏngnyŏl
학용	hagyong
산업국	sanŏpkuk
도박	tobak
순우	sunu
뛏	ttwŏt
일문	ilmun
쩃	tchyaet
창작촌	ch'angjakch'on
뱈	paek
욏	oet
뷓	pwe
성인	sŏngin
다차원적	tach'awŏnjŏk
우선	usŏn
쟑	chak
중헌	chunghŏn
안치	anch'i
래겸	naegyŏm
적대적	chŏktaejŏk
셱	sek
체코슬로바키아	ch'ek'osŭllobak'ia
쿑	k'yol
이어가는	iŏganŭn
68년	68-yŏn
냡	yap
꽵	kkwaep
둒	tuk
킋	k'ik
됇	twaep
융조	yungjo
전언	chŏnŏn
앞둔	aptun
뜚	ttyup
즑	chŭk
죿	chuk
상임	sangim
다카시로	tak'ashiro
모음집	moŭmjip
본초학	ponch'ohak
개항장	kaehangjang
알려지지	allyŏjiji
미월	miwŏl
140일간	140-ilgan
봐야	pwaya
쑰	ssul
쇾	sok
한국어-아랍어	han'gugŏ-arabŏ
궋	kwŏk
틑	t'ŭt
찾기	ch'atki
댭	tap
위자료	wijaryo
생각법	saenggakpŏp
진명	chinmyŏng
생기고	saenggigo
풱	p'wek
키워준	k'iwŏjun
차세대!	ch'asedae!
로제	loje
빲	ppap
원권	wŏngwŏn
타이밍	t'aiming
부귀	pugwi
출생	ch'ulsaeng
앞	ap
이태리어-한국어	it'aeri-ŏ-hanʼgugŏ
볌무	myŏngmu
효식	hyosik
이경	igyŏng
랆	nam
쎨	ssyŏl
뗘	ttyŏ
영렬	yŏngnyŏl
콩	k'ong
그런	kŭrŏn
담당층	tamdangch'ŭng
여심	yŏsim
융합형	yunghaphyŏng
꽃비	kkotpi
연구원］	yŏnguwŏn
이런	irŏn
수거함	sugŏham
제출	chech'ul
회암사	hoeamsa
턿	t'ŏl
렢	nep
하야시	hayasi
패망	p'aemang
청원론	ch'ŏngwŏllon
외교학부	oegyohakpu
느끼기	nŭkkigi
온천	onch'ŏn
비즈니스	pijŭnisŭ
샹그리라	syanggŭrira
하지?	haji?
쇄국화	swaegukhwa
벗기기	pŏtkigi
역전기	yŏkchŏnʼgi
승권	sŭnggwŏn
해철	haech'ŏl
씨실	ssisil
국가-안심	kukka-ansim
즈음	chŭŭm
혜근	hyegŭn
안무	anmu
신원경	sinwŏn'gyŏng
빣	ppak
뇽	yong
왜인들	waeindŭl
특징	t'ŭkching
우리식	urisik
다이내믹	tainaemik
라도	rado
민담집	mindamjip
재무장	chaemujang
믟	mik
정치인	chŏngch'iin
불천위	pulch'ŏnwi
기탁	kit'ak
보물산	pomulsan
뭖	mwŏn
픥	p'in
대역어	taeyŏgŏ
차림새	ch'arimsae
신고	sin'go
음양학	ŭmyanghak
맞장	mattchang
젖줄	chŏtchul
뗙	ttyŏk
아펜젤러(아편설라	ap'enjellŏ
솒	son
폴	p'ol
풍	p'ung
사체	sach'e
짚풀	chipp'ul
어딜	ŏdil
괘불	kwaebul
일화	irhwa
덄	tyael
짲	tchat
딓	ti
뼽	ppyet
호규	hogyu
푡	p'yon
창조성	ch'angjosŏng
쬸	tchyol
여울물	yŏulmul
선교사들	sŏn'gyosadŭl
대응	taeŭng
흛	hŭp
열반송	yŏlbansong
뙤	ttoe
예배	yebae
줾	chwem
혷	hye
연행론	yŏnhaengnon
혁발	hyŏkpal
기담	kidam
우풍	up'ung
연설집	yŏnsŏlchip
안착	anch'ak
뜰	ttŭl
랎	nap
신예들	sinyedŭl
흀	hyul
쁻	ppŭit
조명	chomyŏng
은재	ŭnjae
짖	chit
능한	nŭnghan
텮	t'ŏn
"짜장"""	"tchajang"""
전민련	chŏnmillyŏn
임도	imdo
에비슨	ebisŭn
늘	nŭl
《한	"""han"
계엄령	kyeŏmnyŏng
사토	sat'o
44회	44-hoe
명선	myŏngsŏn
타임즈	t'aimjŭ
문중	munjung
지구화	chiguhwa
살리고	salligo
훭	hwŏl
울지마	ulchima
상흠	sanghŭm
쮀	tchwe
액션	aeksyŏn
고문헌과	komunhŏnkwa
은일	ŭnil
지붕	chibung
마아케팅	maak'et'ing
나침반	nach'imban
멿	myŏl
부인전	puinjŏn
던지고	tŏnjigo
넘나[dŭm	nŏmnadŭm
댒	taep
동위	tongwi
눊	nun
이천년대	ich'ŏnnyŏndae
쩭	tchen
택용	t'aegyong
놺	nwaem
도현	tohyŏn
"""정의"	"""chŏngŭi"
1950-2000년대	1950-2000-yŏndae
앞서간	apsŏgan
이끄는가	ikkŭnŭn'ga
언니	ŏnni
태우	t'aeu
종옥	chongok
명문대	myŏngmundae
선감도	sŏn'gamdo
당적	tangjŏk
붺	pwek
토양	t'oyang
수사학	susahak
만학지	manhakchi
운암	unam
딹	ttak
한문학사	hanmunhaksa
적어도	chŏgŏdo
지하	chiha
뉴저지	nyujŏji
색인	saegin
경합적	kyŏnghapchŏk
뿜	ppum
원욱	wŏnuk
교육관	kyoyukkwan
